date,date,ws,temp,rh,pres,blh
2019-06-06 12:00:00,2019-06-06 23:30:00,1.7458333333333333,290.0416666666667,77.08333333333333,1010.0416666666666,414.0875036886725
2019-06-07 12:00:00,2019-06-07 23:30:00,1.125,285.87083333333334,50.625,1016.4583333333334,409.33395048994004
2019-06-08 12:00:00,2019-06-08 23:30:00,2.1666666666666665,288.12916666666666,51.833333333333336,1016.375,275.3391439950412
2019-06-09 12:00:00,2019-06-09 23:30:00,1.6375,290.59166666666664,71.70833333333333,1011.7083333333334,307.3494080600389
2019-06-10 12:00:00,2019-06-10 23:30:00,1.9333333333333333,288.96666666666664,84.29166666666667,1014.6666666666666,278.5704437078201
2019-06-11 12:00:00,2019-06-11 23:30:00,2.4166666666666665,290.27500000000003,89.70833333333333,1009.0,381.13468774732286
2019-06-12 12:00:00,2019-06-12 23:30:00,1.8125,291.5416666666667,89.83333333333333,1008.6666666666666,201.0643385040938
2019-06-13 12:00:00,2019-06-13 23:30:00,2.1625,290.90833333333336,93.83333333333333,1007.75,356.0701077825509
2019-06-14 12:00:00,2019-06-14 23:30:00,3.0875,286.55,88.75,1014.8333333333334,509.98517921775755
2019-06-15 12:00:00,2019-06-15 23:30:00,4.420833333333333,287.18333333333334,93.20833333333333,1016.6666666666666,741.0091529019634
2019-06-16 12:00:00,2019-06-16 23:30:00,1.9791666666666667,290.14166666666665,96.33333333333333,1017.375,350.08200485966677
2019-06-17 12:00:00,2019-06-17 23:30:00,1.2083333333333333,286.65833333333336,94.41666666666667,1011.375,333.934094467766
2019-06-18 12:00:00,2019-06-18 23:30:00,3.2458333333333336,285.51666666666665,67.0,1008.3333333333334,1251.155157523316
2019-06-19 12:00:00,2019-06-19 23:30:00,1.6208333333333333,285.125,68.79166666666667,1016.6666666666666,583.4741669712449
2019-06-20 12:00:00,2019-06-20 23:30:00,2.1041666666666665,286.71250000000003,75.08333333333333,1018.2083333333334,296.28569548864357
2019-06-21 12:00:00,2019-06-21 23:30:00,1.0,288.66249999999997,85.41666666666667,1016.3333333333334,221.0296913473707
2019-06-22 12:00:00,2019-06-22 23:30:00,1.0541666666666667,290.95416666666665,84.29166666666667,1012.5,157.02204547536624
2019-06-23 12:00:00,2019-06-23 23:30:00,1.3791666666666667,288.425,90.70833333333333,1007.4583333333334,260.99689676489913
2019-06-24 12:00:00,2019-06-24 23:30:00,3.3625000000000003,286.40833333333336,84.20833333333333,1001.0,509.3883012641679
2019-06-25 12:00:00,2019-06-25 23:30:00,2.0625,281.6875,56.125,1011.0833333333334,865.314354344523
2019-06-26 12:00:00,2019-06-26 23:30:00,3.9,283.8333333333333,47.041666666666664,1011.0416666666666,587.8068997422669
2019-06-27 12:00:00,2019-06-27 23:30:00,2.6791666666666667,286.43333333333334,66.75,1007.8333333333334,423.84366707396674
2019-06-28 12:00:00,2019-06-28 23:30:00,1.3666666666666665,286.675,89.95833333333333,1005.7083333333334,280.37181278358196
2019-06-29 12:00:00,2019-06-29 23:30:00,1.8375000000000001,284.76666666666665,90.875,1009.25,478.1166199906623
2019-06-30 12:00:00,2019-06-30 23:30:00,2.0375,280.76666666666665,76.20833333333333,1018.1666666666666,686.5579954163909
2019-07-01 12:00:00,2019-07-01 23:30:00,2.6999999999999997,283.1958333333333,61.25,1008.25,600.4315125735892
2019-07-02 12:00:00,2019-07-02 23:30:00,2.9166666666666665,282.8541666666667,54.791666666666664,1006.375,1085.8543170669343
2019-07-03 12:00:00,2019-07-03 23:30:00,2.533333333333333,280.8666666666667,60.041666666666664,1012.875,662.4595848009548
2019-07-04 12:00:00,2019-07-04 23:30:00,3.2541666666666664,279.125,62.75,1021.2916666666666,834.3990822087721
2019-07-05 12:00:00,2019-07-05 23:30:00,1.6124999999999998,278.9916666666667,66.875,1026.9166666666667,475.61960898337884
2019-07-06 12:00:00,2019-07-06 23:30:00,1.4958333333333333,280.3958333333333,61.375,1025.8333333333333,335.76122805950996
2019-07-07 12:00:00,2019-07-07 23:30:00,2.408333333333333,283.33750000000003,55.875,1021.8333333333334,352.8731607577483
2019-07-08 12:00:00,2019-07-08 23:30:00,1.5791666666666666,285.05,64.83333333333333,1019.0,241.64774526219898
2019-07-09 12:00:00,2019-07-09 23:30:00,1.075,286.3208333333333,73.04166666666667,1016.5833333333334,134.32994802396354
2019-07-10 12:00:00,2019-07-10 23:30:00,0.775,285.58750000000003,82.33333333333333,1012.7083333333334,72.94598869615587
2019-07-11 12:00:00,2019-07-11 23:30:00,1.991666666666667,288.3833333333333,84.25,1009.375,159.86473040541222
2019-07-12 12:00:00,2019-07-12 23:30:00,1.6208333333333333,284.52916666666664,86.95833333333333,1013.7916666666666,266.9721174297922
2019-07-13 12:00:00,2019-07-13 23:30:00,0.7583333333333333,281.87083333333334,82.45833333333333,1016.875,257.4607169463298
2019-07-14 12:00:00,2019-07-14 23:30:00,0.9583333333333334,284.2916666666667,81.20833333333333,1017.4166666666666,151.81331916094658
2019-07-15 12:00:00,2019-07-15 23:30:00,0.7208333333333333,283.6375,71.16666666666667,1020.2916666666666,276.63595796614976
2019-07-16 12:00:00,2019-07-16 23:30:00,3.1125000000000003,285.7375,59.583333333333336,1021.375,367.8466386294562
2019-07-17 12:00:00,2019-07-17 23:30:00,2.9,287.1166666666667,66.08333333333333,1016.75,505.83923918760735
2019-07-18 12:00:00,2019-07-18 23:30:00,1.05,286.9291666666667,79.375,1017.9166666666666,173.72174591788777
2019-07-19 12:00:00,2019-07-19 23:30:00,1.5583333333333333,288.98333333333335,80.58333333333333,1012.125,146.1988017198056
2019-07-20 12:00:00,2019-07-20 23:30:00,3.283333333333333,292.7,77.875,1002.375,547.1869932531868
2019-07-21 12:00:00,2019-07-21 23:30:00,3.9,289.46250000000003,65.29166666666667,1005.875,734.3404373485472
2019-07-22 12:00:00,2019-07-22 23:30:00,2.35,284.73333333333335,61.25,1019.8333333333334,515.2110818761656
2019-07-23 12:00:00,2019-07-23 23:30:00,2.1999999999999997,282.625,67.0,1024.9166666666667,443.6200801333734
2019-07-24 12:00:00,2019-07-24 23:30:00,1.4458333333333335,284.1333333333333,63.208333333333336,1026.0,447.76387312052503
2019-07-25 12:00:00,2019-07-25 23:30:00,2.4583333333333335,284.825,91.66666666666667,1017.0833333333334,588.0795742030792
2019-07-26 12:00:00,2019-07-26 23:30:00,1.3166666666666667,285.0625,92.58333333333333,1020.375,332.84983775351117
2019-07-27 12:00:00,2019-07-27 23:30:00,1.325,285.6791666666667,76.125,1024.1666666666667,236.5871649146773
2019-07-28 12:00:00,2019-07-28 23:30:00,1.7708333333333333,286.15000000000003,78.83333333333333,1018.0833333333334,448.14389973126396
2019-07-29 12:00:00,2019-07-29 23:30:00,0.9416666666666668,285.0708333333333,80.83333333333333,1015.4583333333334,251.1097637566953
2019-07-30 12:00:00,2019-07-30 23:30:00,2.6458333333333335,287.1041666666667,75.33333333333333,1012.3333333333334,316.5408991367213
2019-07-31 12:00:00,2019-07-31 23:30:00,2.2708333333333335,288.9875,68.95833333333333,1006.2083333333334,326.4666789188987
2019-08-01 12:00:00,2019-08-01 23:30:00,3.908333333333333,284.575,46.958333333333336,1015.0,1026.4005493948
2019-08-02 12:00:00,2019-08-02 23:30:00,2.9499999999999997,283.93333333333334,47.541666666666664,1023.1666666666666,729.8123236646588
2019-08-03 12:00:00,2019-08-03 23:30:00,2.033333333333333,284.92083333333335,51.208333333333336,1025.9583333333333,316.84148515651464
2019-08-04 12:00:00,2019-08-04 23:30:00,3.983333333333333,286.65416666666664,49.75,1023.625,503.95413543490287
2019-08-05 12:00:00,2019-08-05 23:30:00,3.3125,288.15833333333336,55.583333333333336,1015.9166666666666,551.6292252171334
2019-08-06 12:00:00,2019-08-06 23:30:00,2.5833333333333335,289.1166666666667,61.833333333333336,1013.4166666666666,337.81380116609915
2019-08-07 12:00:00,2019-08-07 23:30:00,2.5208333333333335,285.6375,54.875,1021.5,437.27771511573275
2019-08-08 12:00:00,2019-08-08 23:30:00,3.15,283.8958333333333,68.875,1022.0833333333334,727.4291059362977
2019-08-09 12:00:00,2019-08-09 23:30:00,1.7666666666666666,281.09166666666664,79.70833333333333,1016.5416666666666,392.98421805617795
2019-08-10 12:00:00,2019-08-10 23:30:00,2.4499999999999997,285.76666666666665,55.666666666666664,1015.2916666666666,383.21302536989407
