date[yyyymmddHHMM];wdir;wspd[m/s];clht[km];hzvs[km];tmpd[C];dptp[C];slvp[hPa];press[hPa];prcpPeriod[hours];prcp[mm];sky[octas];skyOpaque[octas]
201907222200;140;3.1;6;10;13.5;3.5;1021;9999.9;;;06;99
201907222300;140;2.1;22;10;12.6;3.2;1021.9;9999.9;;;04;99
201907230000;140;3.1;22;10;11.6;3.6;1022.3;9999.9;01;999.9;04;99
201907230100;140;1;22;10;11;3.9;1023.1;9999.9;;;04;99
201907230200;140;0.5;6;10;11.2;3.7;1022.9;9999.9;;;05;99
201907230300;140;1.5;22;10;11;4.5;1024;9999.9;;;04;99
201907230400;140;3.6;22;10;10.6;3.3;1024.4;9999.9;;;03;99
201907230500;140;1;99.999;10;10.1;4.1;1025.1;9999.9;;;04;99
201907230600;90;1;22;10;9;4.5;1025.2;9999.9;01;999.9;04;99
201907230700;140;1.5;22;10;9.5;4.5;1024.9;9999.9;;;04;99
201907230800;140;0.5;22;10;9;5.5;1024.6;9999.9;;;04;99
201907230900;140;2.6;22;10;8.7;5.5;1024.5;9999.9;;;03;99
201907231000;140;1.5;22;10;8.7;6.1;1024.5;9999.9;;;03;99
201907231100;90;1.5;3;10;8.6;6.5;1024.9;9999.9;;;08;99
201907231200;140;3.1;3;10;9;6;1025.8;9999.9;;;08;99
201907231300;140;1.5;3;10;9.7;6.2;1025.9;9999.9;;;08;99
201907231400;140;3.1;3;10;10.1;7;1025.9;9999.9;;;08;99
201907231500;140;5.1;3;10;10.7;7.1;1026.9;9999.9;;;08;99
201907231600;140;4.1;3;10;11.1;6.2;1025.5;9999.9;;;08;99
201907231700;140;2.1;3;10;11.1;5.8;1026.4;9999.9;;;08;99
201907231800;180;1;3;10;11.5;4.6;1025.9;9999.9;01;999.9;08;99
201907231900;140;1.5;3;10;11.5;4.8;1025.7;9999.9;;;08;99
201907232000;140;4.6;3;10;11.2;5.4;1025.9;9999.9;;;08;99
201907232100;90;3.6;3;10;11.1;5.3;1025.8;9999.9;;;08;99
201907232200;140;2.6;3;10;10.7;5.6;1026.7;9999.9;;;07;99
201907232300;140;1.5;0.45;10;10.7;4;1027;9999.9;;;08;99
201907240000;140;1;0.45;10;10.5;2.4;1027.4;9999.9;01;999.9;08;99
201907240100;140;1;0.45;10;10.2;3;1028.4;9999.9;;;08;99
201907240200;140;1.5;0.45;10;10;2.6;1028.6;9999.9;;;08;99
201907240300;90;2.1;0.45;10;10;3;1029.7;9999.9;;;08;99
201907240400;90;3.6;3;10;9.7;3.3;1028.3;9999.9;;;08;99
201907240500;90;4.1;3;10;9.5;2.4;1028.3;9999.9;;;06;99
201907240600;140;0.5;22;10;8.5;2.8;1029.5;9999.9;01;999.9;00;99
201907240700;140;2.1;22;10;7.1;3.1;1029.2;9999.9;;;00;99
201907240800;140;1.5;22;10;7;3.2;1028.1;9999.9;;;00;99
201907240900;140;2.1;22;10;6.5;3.1;1028.4;9999.9;;;04;99
201907241000;140;0.5;22;10;5.7;2.7;1029.8;9999.9;;;03;99
201907241100;140;1;22;10;5.2;2.5;1029.2;9999.9;;;02;99
201907241200;140;1.5;22;10;7;2.7;1030;9999.9;;;03;99
201907241300;180;2.1;22;10;9.5;1.5;1030.4;9999.9;;;02;99
201907241400;110;2.1;22;10;11.7;1.4;1031;9999.9;;;03;99
201907241500;140;1;22;10;13.5;1.2;1030.8;9999.9;;;02;99
201907241600;140;2.6;22;10;14.5;-0.1;1030.3;9999.9;;;03;99
201907241700;140;1.5;6;10;15;-0.7;1030.1;9999.9;;;07;99
201907241800;90;1.5;6;10;14.6;-0.7;1030;9999.9;01;999.9;08;99
201907241900;140;1.5;6;10;14;0.2;1029.7;9999.9;;;08;99
201907242000;140;2.6;6;10;13.5;-0.1;1029.2;9999.9;;;07;99
201907242100;90;1;6;10;12.1;2.8;1029.3;9999.9;;;06;99
201907242200;90;0.5;6;10;11.1;3.4;1030.1;9999.9;;;07;99
201907242300;90;1;6;10;10.5;4.2;1030.1;9999.9;;;07;99
201907250000;90;1;6;10;10.1;4.3;1030.4;9999.9;01;999.9;07;99
201907250100;90;2.6;6;10;10.2;4.7;1029.9;9999.9;;;08;99
201907250200;90;2.6;6;10;10.1;4.8;1029.7;9999.9;;;08;99
201907250300;50;0.5;6;10;10;5.1;1029.5;9999.9;;;08;99
201907250400;90;1.5;6;10;10;4.3;1029.8;9999.9;;;08;99
201907250500;50;1;6;10;9.6;4.7;1029.2;9999.9;;;08;99
201907250600;90;2.1;6;10;9.2;5.1;1028.8;9999.9;01;999.9;08;99
201907250700;90;1;6;10;9.2;5;1028.5;9999.9;;;08;99
201907250800;50;1.5;6;10;9;5.6;1027.9;9999.9;;;08;99
201907250900;50;0.5;3;10;8.7;5.7;1028.1;9999.9;;;08;99
201907251000;90;2.1;3;10;8.5;5.7;1027.7;9999.9;;;08;99
201907251100;140;1;3;10;8.7;5.4;1027.4;9999.9;;;08;99
201907251200;90;1;3;10;9.5;6.7;1027;9999.9;;;08;99
201907251300;90;0.5;3;10;10.5;7.1;1027.1;9999.9;;;08;99
201907251400;90;2.6;3;10;12;8.2;1027.2;9999.9;;;08;99
201907251500;90;5.1;3;10;12.6;7.8;1026.8;9999.9;;;08;99
201907251600;90;3.1;3;10;13.2;8.2;1025.8;9999.9;;;08;99
201907251700;90;3.1;3;10;12.7;8.2;1024.6;9999.9;;;08;99
201907251800;90;3.1;3;9;12.2;9;1023.5;9999.9;06;999.9;08;99
201907251900;90;4.6;2.4;8;11.2;9.6;1023;9999.9;;;08;99
201907252000;90;2.6;2.4;8;11;9.4;1022.3;9999.9;;;08;99
201907252100;90;1.5;0.45;7;10.6;9.4;1022.2;9999.9;;;08;99
201907252200;90;5.1;0.45;10;10.7;9.5;1021.9;9999.9;;;08;99
201907252300;50;2.1;0.45;7;10.5;9.7;1021.8;9999.9;;;08;99
201907260000;50;2.6;0.45;8;10.7;9.9;1021.4;9999.9;06;14;08;99
201907260100;50;3.6;0.45;8;10.7;10;1020.7;9999.9;;;08;99
201907260200;90;1.5;0.45;8;11;10.6;1020.4;9999.9;;;08;99
201907260300;90;1;0.45;8;11.2;10.9;1019.9;9999.9;;;08;99
201907260400;50;1.5;0.45;8;11.6;11.2;1019;9999.9;;;08;99
201907260500;90;2.1;0.45;8;11.7;11.6;1018.2;9999.9;;;08;99
201907260600;90;2.1;0.45;8;12.2;11.8;1017.4;9999.9;06;5;08;99
201907260700;90;1.5;0.45;8;12;11.6;1016.7;9999.9;;;08;99
201907260800;140;1;0.45;8;12;11.6;1016.3;9999.9;;;08;99
201907260900;140;1.5;0.45;8;12;11.6;1015.6;9999.9;;;08;99
201907261000;140;2.1;0.45;9;12;11.3;1016.1;9999.9;;;08;99
201907261100;140;1;0.36;6;12;11.4;1016.8;9999.9;;;08;99
201907261200;180;1.5;0.39;7;12;11.4;1016.8;9999.9;06;0.5;08;99
201907261300;180;3.1;0.39;7;12;11.6;1017.4;9999.9;;;08;99
201907261400;180;2.6;0.45;8;12.2;11.7;1017.7;9999.9;;;08;99
201907261500;180;2.6;0.45;9;12.6;11.9;1017.8;9999.9;;;08;99
201907261600;180;2.1;0.45;9;13.2;12.1;1017.7;9999.9;;;08;99
201907261700;180;3.6;0.39;9;13.5;12.5;1017.7;9999.9;;;08;99
201907261800;180;2.1;0.36;8;13.2;12.6;1018;9999.9;06;0.2;08;99
201907261900;180;1.5;0.45;10;13.7;12.7;1018.2;9999.9;;;07;99
201907262000;180;2.6;0.39;9;14;12.4;1019.1;9999.9;;;07;99
201907262100;180;1.5;0.36;8;13.5;12.4;1020.2;9999.9;;;08;99
201907262200;180;0.5;0.6;10;13.2;12.2;1021.3;9999.9;;;06;99
201907262300;360;0;0.45;10;13;12.5;1022.5;9999.9;;;08;99
201907270000;180;1;0.45;10;13;12.4;1023.3;9999.9;06;0.1;08;99
201907270100;180;1;0.45;8;13;12.4;1023.7;9999.9;;;08;99
201907270200;180;1.5;0.45;8;12.7;12.1;1024.5;9999.9;;;08;99
201907270300;180;1;0.45;9;12.7;12.1;1025.1;9999.9;;;08;99
201907270400;360;0;0.45;10;12.7;12.1;1025.4;9999.9;;;08;99
201907270500;230;1;0.45;10;12.7;12;1025.4;9999.9;;;08;99
201907270600;230;0.5;22;10;11.7;11;1025.4;9999.9;06;0.4;04;99
201907270700;230;0.5;22;10;11.1;10.5;1025.7;9999.9;;;00;99
201907270800;230;1.5;22;10;10;9;1026;9999.9;;;00;99
201907270900;230;1;22;10;8.5;7.6;1026.4;9999.9;;;00;99
201907271000;230;1;22;10;7.5;6.8;1026.8;9999.9;;;00;99
201907271100;360;0;22;10;7.2;6.8;1027.4;9999.9;;;00;99
201907271200;180;0.5;22;10;8.6;7.6;1027.7;9999.9;;;00;99
201907271300;180;1.5;22;10;11.2;7.6;1028.5;9999.9;;;00;99
201907271400;180;3.1;22;10;13.2;7.3;1028.8;9999.9;;;00;99
201907271500;230;1.5;22;10;15.6;7.2;1028.7;9999.9;;;00;99
201907271600;270;1.5;22;10;17;7.3;1027.9;9999.9;;;00;99
201907271700;360;0;22;10;17.2;6.6;1027.3;9999.9;;;00;99
201907271800;230;1.5;22;10;17.7;5.6;1026.8;9999.9;01;999.9;00;99
201907271900;270;1.5;22;10;17.7;6.7;1026.6;9999.9;;;02;99
201907272000;360;0;22;10;15.7;7.9;1025.9;9999.9;;;03;99
201907272100;320;1;22;10;14.2;8.7;1027.1;9999.9;;;04;99
201907272200;50;1;22;10;12.2;8.7;1027.6;9999.9;;;02;99
201907272300;50;1;22;10;11.2;8.9;1027.8;9999.9;;;01;99
201907280000;50;1.5;22;10;10.6;8.2;1028.2;9999.9;01;999.9;01;99
201907280100;50;1.5;22;10;10.7;7.8;1028.2;9999.9;;;00;99
201907280200;50;3.1;22;10;11.7;8.1;1027.9;9999.9;;;02;99
201907280300;50;1.5;22;10;11.7;9;1028.2;9999.9;;;02;99
201907280400;50;1;0.75;10;11.6;9.8;1027.9;9999.9;;;06;99
201907280500;50;2.6;0.66;10;11.5;9.3;1027.8;9999.9;;;06;99
201907280600;50;1.5;0.6;10;10.7;9.2;1027.3;9999.9;01;999.9;05;99
201907280700;20;1;22;10;10.1;8.5;1027;9999.9;;;02;99
201907280800;70;1;22;10;9.6;8.2;1026.5;9999.9;;;02;99
201907280900;50;1;22;10;8.7;7.5;1025.9;9999.9;;;01;99
201907281000;20;1.5;22;10;9.5;7.6;1025.9;9999.9;;;03;99
201907281100;50;1;22;10;9;7.8;1026.1;9999.9;;;04;99
201907281200;50;1;6;10;9.5;8.3;1026.3;9999.9;;;07;99
201907281300;360;1.5;6;10;13.1;9.8;1026.6;9999.9;;;07;99
201907281400;360;2.1;6;10;13.7;9.3;1026.8;9999.9;;;08;99
201907281500;340;4.1;6;10;15.1;9.3;1026.1;9999.9;;;08;99
201907281600;360;3.6;6;10;14.7;9.6;1025.2;9999.9;;;08;99
201907281700;320;3.6;6;10;15.5;9.3;1023.8;9999.9;;;08;99
201907281800;360;3.1;6;10;15.2;9.8;1022.8;9999.9;01;999.9;07;99
201907281900;360;3.1;6;10;15.6;9.7;1021.8;9999.9;;;05;99
201907282000;20;3.1;22;10;14.6;10.4;1020.9;9999.9;;;02;99
201907282100;50;1;22;10;13.7;10.1;1021.4;9999.9;;;01;99
201907282200;50;1;3;10;12.7;10.4;1021.3;9999.9;;;05;99
201907282300;360;3.6;22;10;13;10.5;1021.2;9999.9;;;03;99
201907290000;360;2.6;22;10;12.7;9.5;1021.5;9999.9;01;999.9;04;99
201907290100;360;2.1;22;10;12;9.6;1021.4;9999.9;;;03;99
201907290200;360;1.5;22;10;12;8.8;1021.4;9999.9;;;04;99
201907290300;360;2.1;3;10;12.5;9.1;1020.8;9999.9;;;08;99
201907290400;360;1;3;10;12.5;9.1;1020.5;9999.9;;;08;99
201907290500;360;0.5;3;10;12.1;9.4;1020.2;9999.9;;;08;99
201907290600;360;0.5;3;10;12;9.5;1019.8;9999.9;01;999.9;08;99
201907290700;360;0.5;3;10;12;9.1;1019.5;9999.9;;;08;99
201907290800;360;0;3;10;11.7;9.2;1019.1;9999.9;;;08;99
201907290900;360;1;0.45;10;11.7;9.5;1019.6;9999.9;;;08;99
201907291000;360;1;0.45;10;11.6;9.6;1019.4;9999.9;;;08;99
201907291100;320;1;3;10;12;8.8;1019.7;9999.9;;;08;99
201907291200;320;1.5;3;10;12;9.2;1019.7;9999.9;;;08;99
201907291300;320;1;0.75;10;12.2;9;1019.8;9999.9;;;08;99
201907291400;360;0;0.75;10;13;9.5;1019.7;9999.9;;;08;99
201907291500;90;1.5;22;10;14.5;9.8;1018.4;9999.9;;;03;99
201907291600;360;0;22;10;15.5;10.9;1018.1;9999.9;;;03;99
201907291700;360;0;0.9;10;14.7;9.8;1017.9;9999.9;;;07;99
201907291800;360;0;0.75;10;15.5;10.1;1017.9;9999.9;01;999.9;08;99
201907291900;360;0;1.05;10;15.2;10.2;1017.8;9999.9;;;08;99
201907292000;360;0;1.05;10;14.7;10.3;1017.9;9999.9;;;08;99
201907292100;140;2.1;1.2;10;14.6;9.2;1018;9999.9;;;08;99
201907292200;360;0;1.2;10;14;9.4;1018.6;9999.9;;;08;99
201907292300;90;0.5;3;10;13.6;9.3;1018.6;9999.9;;;07;99
201907300000;360;0;3;10;13;9.1;1018.8;9999.9;01;999.9;07;99
201907300100;360;0;22;10;12;9.3;1018.4;9999.9;;;00;99
201907300200;360;0;22;10;12;9.2;1018.2;9999.9;;;02;99
201907300300;180;0.5;22;10;10.7;9.2;1018.9;9999.9;;;00;99
201907300400;140;1.5;22;10;10.5;9.1;1018.3;9999.9;;;00;99
201907300500;140;2.1;22;10;10;8.6;1018;9999.9;;;00;99
201907300600;180;2.1;22;10;9.7;8.2;1018.1;9999.9;01;999.9;00;99
201907300700;140;2.1;22;10;9.2;8;1018.2;9999.9;;;00;99
201907300800;140;3.1;22;10;8.7;7.5;1017.9;9999.9;;;02;99
201907300900;140;0.5;22;10;8.6;7.3;1018.6;9999.9;;;03;99
201907301000;140;2.6;22;10;8.5;6.9;1018.6;9999.9;;;02;99
201907301100;360;1.5;22;10;8;6.7;1019.1;9999.9;;;02;99
201907301200;360;1.5;22;10;8.7;6.8;1019.5;9999.9;;;02;99
201907301300;180;1;22;10;11.2;7.7;1019.6;9999.9;;;03;99
201907301400;360;0;3;10;13;7.9;1019.5;9999.9;;;06;99
201907301500;320;1.5;3;10;13;7.9;1019.3;9999.9;;;07;99
201907301600;270;1.5;3;10;15;8.7;1018.8;9999.9;;;06;99
201907301700;270;1;22;10;16.7;9.1;1017.9;9999.9;;;03;99
201907301800;320;1;22;10;18;9.1;1017.2;9999.9;01;999.9;03;99
201907301900;320;1.5;22;10;18.2;9.6;1016.9;9999.9;;;00;99
201907302000;340;2.1;22;10;16.7;10.6;1016.8;9999.9;;;01;99
201907302100;320;1.5;22;10;16.2;8.8;1016.6;9999.9;;;02;99
201907302200;320;2.1;22;10;15.2;9.4;1016.6;9999.9;;;01;99
201907302300;320;3.1;22;10;15.1;9.3;1016.5;9999.9;;;01;99
201907310000;320;2.6;22;10;13.7;9.9;1016.7;9999.9;01;999.9;00;99
201907310100;320;2.6;22;10;13.2;9.9;1016.1;9999.9;;;00;99
201907310200;320;2.6;22;10;12.7;10;1015.9;9999.9;;;02;99
201907310300;320;1.5;22;10;12.5;10;1015.5;9999.9;;;02;99
201907310400;270;5.1;22;10;12.2;10.1;1015.6;9999.9;;;02;99
201907310500;270;3.6;6;10;11.7;10.4;1015;9999.9;;;05;99
201907310600;270;1;6;10;12.2;9.7;1014.2;9999.9;01;999.9;07;99
201907310700;320;1;6;10;12;9.2;1013.6;9999.9;;;07;99
201907310800;270;4.6;6;10;12;9.5;1013.8;9999.9;;;07;99
201907310900;320;2.1;6;10;11.7;9.7;1012.9;9999.9;;;07;99
201907311000;320;3.1;6;10;12;9.8;1012.5;9999.9;;;06;99
201907311100;320;4.1;6;10;11.7;10;1012.1;9999.9;;;06;99
201907311200;320;4.1;6;10;12.5;9.8;1011.8;9999.9;;;06;99
201907311300;320;5.1;6;10;14.1;10.1;1011.8;9999.9;;;06;99
201907311400;270;5.1;6;10;16.5;11;1011.8;9999.9;;;06;99
201907311500;270;3.6;6;10;17.6;12;1011.6;9999.9;;;07;99
201907311600;270;5.1;6;10;18.7;11.6;1010.4;9999.9;;;08;99
201907311700;270;4.6;6;10;19.5;11.5;1008.6;9999.9;;;07;99
201907311800;270;1.5;6;10;20.2;11.6;1007.7;9999.9;01;999.9;06;99
201907311900;320;2.1;22;10;20.5;11.7;1006.7;9999.9;;;04;99
201907312000;270;3.6;22;10;19.7;11.9;1006.3;9999.9;;;02;99
201907312100;270;2.1;22;10;19;12.7;1006.8;9999.9;;;04;99
201907312200;270;2.1;0.6;10;18.6;12.6;1007.2;9999.9;;;06;99
201907312300;360;0;0.6;10;18.2;13;1007;9999.9;;;07;99
201908010000;360;0;0.6;10;17.7;13.2;1007.4;9999.9;01;999.9;07;99
201908010100;360;0;22;10;17;13.1;1007.5;9999.9;;;04;99
201908010200;230;1;22;10;15.2;12.8;1008;9999.9;;;04;99
201908010300;230;2.1;22;10;15.2;13;1008.7;9999.9;;;04;99
201908010400;230;2.6;99.999;10;15;12.7;1008.6;9999.9;;;04;99
201908010500;230;1.5;99.999;10;14;12.3;1009.1;9999.9;;;04;99
201908010600;180;1;22;10;13.2;11.3;1009.6;9999.9;01;999.9;04;99
201908010700;180;2.1;0.45;10;13.1;10.6;1010.2;9999.9;;;06;99
201908010800;140;4.1;0.45;10;13;9.1;1010.5;9999.9;;;06;99
201908010900;140;3.1;0.45;10;12.7;6.4;1010;9999.9;;;06;99
201908011000;140;2.6;0.45;10;12.7;6.1;1010.5;9999.9;;;06;99
201908011100;180;1;3;10;12.5;5.6;1011;9999.9;;;08;99
201908011200;230;5.1;3;10;12.5;3.5;1012.1;9999.9;;;08;99
201908011300;230;2.6;3;10;12;2.3;1012.9;9999.9;;;08;99
201908011400;230;1;3;10;12.2;2.2;1013;9999.9;;;06;99
201908011500;230;4.1;3;10;12.5;1;1013.4;9999.9;;;08;99
201908011600;230;3.1;6;10;14.5;1;1012.8;9999.9;;;05;99
201908011700;230;6.2;6;10;15.5;1.4;1012.2;9999.9;;;05;99
201908011800;230;3.6;22;10;16.6;1.7;1012.1;9999.9;01;999.9;03;99
201908011900;230;10.3;22;10;16.6;1.4;1012.1;9999.9;;;01;99
201908012000;230;6.2;22;10;15.5;2;1012.9;9999.9;;;00;99
201908012100;230;2.1;22;10;13.7;2;1014;9999.9;;;00;99
201908012200;230;3.6;22;10;13.2;0.1;1015.3;9999.9;;;00;99
201908012300;230;3.6;22;10;12.5;1;1016.6;9999.9;;;00;99
201908020000;230;2.6;22;10;11.7;0.9;1017.3;9999.9;01;999.9;00;99
201908020100;230;1;22;10;11.5;0.3;1017.8;9999.9;;;00;99
201908020200;230;3.6;22;10;11.5;-0.4;1018.6;9999.9;;;00;99
201908020300;230;4.1;22;10;10.5;0.1;1019.4;9999.9;;;00;99
201908020400;180;2.6;22;10;9.7;0.1;1019.8;9999.9;;;00;99
201908020500;180;3.6;22;10;9.7;-0.3;1019.9;9999.9;;;00;99
201908020600;230;3.6;22;10;9;-0.3;1020.3;9999.9;01;999.9;00;99
201908020700;180;3.1;22;10;8.6;-0.5;1020.6;9999.9;;;00;99
201908020800;180;2.6;22;10;8.1;0.1;1020.7;9999.9;;;00;99
201908020900;180;2.6;22;10;8;-0.7;1020.9;9999.9;;;00;99
201908021000;180;3.6;22;10;7.5;-0.3;1021.5;9999.9;;;00;99
201908021100;230;3.6;22;10;7.5;0.4;1022.7;9999.9;;;00;99
201908021200;230;3.6;22;10;8.1;-0.3;1023.6;9999.9;;;00;99
201908021300;230;6.2;22;10;10.2;0.2;1024.2;9999.9;;;00;99
201908021400;200;4.6;22;10;12.2;2.1;1024.4;9999.9;;;00;99
201908021500;200;5.1;22;10;13.5;1.1;1024.6;9999.9;;;00;99
201908021600;200;5.1;22;10;14.5;1.5;1024.3;9999.9;;;00;99
201908021700;180;5.1;22;10;15.5;1.4;1023.9;9999.9;;;01;99
201908021800;230;4.6;22;10;15.5;-1.5;1023.7;9999.9;01;999.9;02;99
201908021900;180;3.6;22;10;15.6;-2.2;1023.8;9999.9;;;04;99
201908022000;200;5.7;22;10;15;-1.2;1023.9;9999.9;;;03;99
201908022100;200;5.1;22;10;13.7;-0.8;1024.6;9999.9;;;01;99
201908022200;230;2.6;22;10;12.7;-0.3;1025.3;9999.9;;;00;99
201908022300;180;1.5;22;10;11.5;1.4;1025.6;9999.9;;;00;99
201908030000;230;2.6;22;10;11.2;1.3;1026.2;9999.9;01;999.9;00;99
201908030100;180;4.6;22;10;10.6;0.7;1026.4;9999.9;;;00;99
201908030200;180;2.1;22;10;9.7;0.5;1026.5;9999.9;;;00;99
201908030300;180;1;22;10;9.2;0;1026.9;9999.9;;;00;99
201908030400;180;2.6;22;10;9.5;-0.2;1027.3;9999.9;;;00;99
201908030500;180;4.1;22;10;8.7;-0.4;1027.2;9999.9;;;00;99
201908030600;180;2.6;22;10;8;-1;1027.3;9999.9;01;999.9;00;99
201908030700;180;1;22;10;7.2;-0.9;1026.8;9999.9;;;00;99
201908030800;230;2.1;22;10;7;-0.8;1026.7;9999.9;;;00;99
201908030900;180;1;22;10;6.2;-0.5;1027.1;9999.9;;;01;99
201908031000;180;2.1;22;10;7;-1.6;1027.4;9999.9;;;02;99
201908031100;180;1.5;22;10;6;-0.8;1027.8;9999.9;;;03;99
201908031200;180;2.1;22;10;7.6;-0.3;1028.4;9999.9;;;04;99
201908031300;180;1.5;22;10;10.5;1.4;1028.8;9999.9;;;02;99
201908031400;230;1.5;22;10;13;2;1029.3;9999.9;;;01;99
201908031500;230;3.1;22;10;14.7;2.1;1029.5;9999.9;;;01;99
201908031600;160;2.6;22;10;15.7;2.5;1029.2;9999.9;;;01;99
201908031700;180;4.1;22;10;16.7;2.5;1028.9;9999.9;;;01;99
201908031800;140;1.5;22;10;16.6;2.3;1028.2;9999.9;01;999.9;00;99
201908031900;180;1.5;22;10;17.1;1.5;1027.9;9999.9;;;00;99
201908032000;200;2.6;22;10;16.1;2.2;1027.9;9999.9;;;00;99
201908032100;230;1.5;22;10;14.5;1.7;1027.8;9999.9;;;00;99
201908032200;360;0;22;10;12;3.3;1028.2;9999.9;;;00;99
201908032300;360;0;22;10;11;2.9;1028.4;9999.9;;;00;99
201908040000;360;0;22;10;9.5;4.1;1028.6;9999.9;01;999.9;00;99
201908040100;320;0.5;22;10;9.2;4.3;1028.8;9999.9;;;00;99
201908040200;270;2.6;22;10;9.1;4.4;1028.6;9999.9;;;00;99
201908040300;320;1.5;22;10;10.2;1.8;1029.1;9999.9;;;00;99
201908040400;270;1;22;10;10;1.9;1029.2;9999.9;;;00;99
201908040500;320;2.1;22;10;9.7;0.1;1029.2;9999.9;;;00;99
201908040600;270;1;22;10;9.5;1;1029.2;9999.9;01;999.9;00;99
201908040700;270;1;22;10;9.2;1.5;1029.1;9999.9;;;00;99
201908040800;320;3.1;22;10;9;0.5;1028.5;9999.9;;;00;99
201908040900;320;1;22;10;8.7;0.7;1028.3;9999.9;;;00;99
201908041000;320;2.6;22;10;9;0.5;1029.1;9999.9;;;00;99
201908041100;320;4.1;22;10;9.5;0.4;1030.2;9999.9;;;00;99
201908041200;320;6.7;22;10;10;0.8;1030.6;9999.9;;;00;99
201908041300;320;2.1;22;10;12;1.2;1030.6;9999.9;;;00;99
201908041400;320;2.6;22;10;13.7;2;1031;9999.9;;;00;99
201908041500;320;5.1;22;10;16;1.2;1030.6;9999.9;;;00;99
201908041600;320;7.7;22;10;16.6;0;1030.5;9999.9;;;00;99
201908041700;320;2.1;22;10;17.6;1.7;1029.2;9999.9;;;00;99
201908041800;270;3.6;22;10;18;0.4;1028.4;9999.9;01;999.9;00;99
201908041900;320;6.7;22;10;17.6;1.1;1027.7;9999.9;;;00;99
201908042000;320;3.6;22;10;17;0.2;1027.4;9999.9;;;00;99
201908042100;320;2.1;22;10;16.2;1;1027.3;9999.9;;;00;99
201908042200;320;3.1;22;10;13.6;6.1;1027.2;9999.9;;;00;99
201908042300;320;3.1;22;10;14;4;1027;9999.9;;;00;99
201908050000;320;4.1;22;10;13.7;3.8;1026.9;9999.9;01;999.9;00;99
201908050100;320;3.6;22;10;13.5;3.6;1026.9;9999.9;;;00;99
201908050200;320;4.1;22;10;13.2;3.2;1027.1;9999.9;;;00;99
201908050300;320;6.2;22;10;12.7;2.7;1026.9;9999.9;;;00;99
201908050400;320;2.6;22;10;12.2;3;1026.2;9999.9;;;00;99
201908050500;320;3.6;22;10;12;3.8;1026.4;9999.9;;;00;99
201908050600;320;1.5;22;10;11.6;4.1;1026;9999.9;01;999.9;00;99
201908050700;320;4.1;22;10;11;3.9;1025.4;9999.9;;;00;99
201908050800;320;3.6;22;10;10.7;3.6;1024.9;9999.9;;;00;99
201908050900;320;3.1;22;10;10.5;3.6;1024.9;9999.9;;;00;99
201908051000;320;4.1;22;10;10.1;3.8;1025;9999.9;;;00;99
201908051100;320;5.1;22;10;9.7;3.4;1024.1;9999.9;;;00;99
201908051200;320;5.1;22;10;10.2;3.8;1025.2;9999.9;;;00;99
201908051300;320;4.6;22;10;12;4.1;1025.4;9999.9;;;00;99
201908051400;320;3.1;22;10;14.2;4.6;1025.1;9999.9;;;00;99
201908051500;320;3.1;22;10;16.1;5.3;1024.5;9999.9;;;00;99
201908051600;320;2.6;22;10;18;6.3;1023.5;9999.9;;;00;99
201908051700;320;3.1;22;10;18.2;6.2;1022.2;9999.9;;;00;99
201908051800;320;3.6;22;10;19;5;1021.3;9999.9;01;999.9;00;99
201908051900;320;2.6;22;10;18.7;4.9;1020.7;9999.9;;;00;99
201908052000;320;3.6;22;10;17.7;4.5;1020.3;9999.9;;;00;99
201908052100;320;2.6;22;10;17.5;3.9;1020;9999.9;;;00;99
201908052200;320;3.1;22;10;15.7;6.5;1020;9999.9;;;00;99
201908052300;360;3.1;22;10;15.5;6.8;1019.7;9999.9;;;00;99
201908060000;360;3.6;22;10;15;6.9;1019.2;9999.9;01;999.9;00;99
201908060100;50;4.1;22;10;14.5;7.1;1019.2;9999.9;;;00;99
201908060200;320;4.6;22;10;14;6.1;1019;9999.9;;;00;99
201908060300;320;2.1;22;10;13.7;6.3;1019;9999.9;;;00;99
201908060400;320;2.1;22;10;13.1;6;1018.5;9999.9;;;00;99
201908060500;320;3.1;22;10;12.7;6.1;1018;9999.9;;;00;99
201908060600;320;3.1;22;10;12.2;6.5;1017.4;9999.9;01;999.9;00;99
201908060700;320;4.1;22;10;12.7;6.7;1016.6;9999.9;;;00;99
201908060800;320;3.6;22;10;12.5;7.1;1016.3;9999.9;;;00;99
201908060900;320;5.1;22;10;13.2;6.1;1016;9999.9;;;00;99
201908061000;320;2.6;22;10;13;6.4;1016.2;9999.9;;;00;99
201908061100;320;3.1;22;10;12.2;6.6;1016.5;9999.9;;;00;99
201908061200;320;5.7;22;10;13.1;6.5;1016.6;9999.9;;;00;99
201908061300;320;3.1;22;10;15;6.8;1016.5;9999.9;;;00;99
201908061400;320;2.1;22;10;17.1;8.6;1016.4;9999.9;;;00;99
201908061500;320;7.2;22;10;19.6;8.1;1015.8;9999.9;;;00;99
201908061600;320;4.1;22;10;21.6;9.5;1014.9;9999.9;;;00;99
201908061700;290;4.6;22;10;22;7.5;1013.7;9999.9;;;00;99
201908061800;290;3.6;22;10;22.7;8.2;1012.9;9999.9;01;999.9;00;99
201908061900;320;5.1;22;10;22.7;8;1012.6;9999.9;;;00;99
201908062000;270;4.6;22;10;22;8.6;1012.7;9999.9;;;00;99
201908062100;320;1.5;22;10;21.2;8.4;1012.9;9999.9;;;00;99
